user_id,order_id,purchase_ts,purchase_ts_cleaned,purchase_year,purchase_month,time_to_ship,ship_ts,product_name,product_name_cleaned,product_id,usd_price,purchase_platform,marketing_channel,marketing_channel_cleaned,account_creation_method,account_creation_method_cleaned,country_code,date_check,region,revenue
e24f0b6b,d4d14b12f3f95611,27-02-2021,2021-02-27,2021,2,2,2021-03-01,Nintendo Switch,nintendo switch,8d0d, $168.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,168.0
d740d588,ce0c47c916b90928,27-02-2021,2021-02-27,2021,2,2,2021-03-01,27in 4K gaming monitor,27in 4k gaming monitor,891b, $438.14 ,website,direct,direct,desktop,desktop,JP,TRUE,APAC,438.14
2e6e6010,bca9647c51521802,27-02-2021,2021-02-27,2021,2,2,2021-03-01,Lenovo IdeaPad Gaming 3,lenovo ideapad gaming 3,9ef0," $1,143.27 ",website,direct,direct,desktop,desktop,DE,TRUE,EMEA,1143.27
fa92da0c,efb9256f2fd105862,26-02-2021,2021-02-26,2021,2,3,2021-03-01,Dell Gaming Mouse,dell gaming mouse,8d4f, $58.75 ,mobile app,direct,direct,desktop,desktop,ZA,TRUE,EMEA,58.75
cf5beb26,e1dbf48be0d87648,26-02-2021,2021-02-26,2021,2,3,2021-03-01,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,2997, $24.00 ,mobile app,direct,direct,desktop,desktop,US,TRUE,NA,24.0
36b49078,beb24a9b8c525138,26-02-2021,2021-02-26,2021,2,1,2021-02-27,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,4c58, $13.98 ,mobile app,direct,direct,desktop,desktop,US,TRUE,NA,13.98
b6122581,be9d728151a77138,26-02-2021,2021-02-26,2021,2,3,2021-03-01,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,4c58, $19.14 ,mobile app,direct,direct,desktop,desktop,GB,TRUE,EMEA,19.14
37bb2926,b9d3958c57325567,26-02-2021,2021-02-26,2021,2,3,2021-03-01,Dell Gaming Mouse,dell gaming mouse,8d4f, $49.98 ,mobile app,direct,direct,desktop,desktop,US,TRUE,NA,49.98
e161b9dc,b7d5d15a40e95260,26-02-2021,2021-02-26,2021,2,1,2021-02-27,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,4c58, $13.98 ,mobile app,direct,direct,desktop,desktop,KR,TRUE,APAC,13.98
a4d90bf8,ffd401acdb769775,26-02-2021,2021-02-26,2021,2,1,2021-02-27,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,ab0f, $24.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,24.0
8ddfa742,fa99bc480cd60249,26-02-2021,2021-02-26,2021,2,3,2021-03-01,27in 4K gaming monitor,27in 4k gaming monitor,e7e6, $445.79 ,website,email,email,desktop,desktop,NL,TRUE,EMEA,445.79
bc33b204,f2d14b5d31779690,26-02-2021,2021-02-26,2021,2,1,2021-02-27,Nintendo Switch,nintendo switch,8d0d, $162.75 ,website,email,email,desktop,desktop,DE,TRUE,EMEA,162.75
33b1203,f2d14b5d31779690,26-02-2021,2021-02-26,2021,2,1,2021-02-27,Nintendo Switch,nintendo switch,8d0d, $162.75 ,website,email,email,desktop,desktop,DE,TRUE,EMEA,162.75
fffb781c,f2204197256108116,26-02-2021,2021-02-26,2021,2,2,2021-02-28,27in 4K gaming monitor,27in 4k gaming monitor,891b, $480.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,480.0
17364026,eef626bc178481,26-02-2021,2021-02-26,2021,2,1,2021-02-27,Nintendo Switch,nintendo switch,8d0d, $142.80 ,website,direct,direct,desktop,desktop,US,TRUE,NA,142.8
3645396,eef626bc178481,26-02-2021,2021-02-26,2021,2,1,2021-02-27,Nintendo Switch,nintendo switch,8d0d, $142.80 ,website,direct,direct,desktop,desktop,US,TRUE,NA,142.8
3470052e,e6e09d1bed024249,26-02-2021,2021-02-26,2021,2,3,2021-03-01,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,ab0f, $23.24 ,website,direct,direct,desktop,desktop,IE,TRUE,EMEA,23.24
96aeafb3,e62e454c43a63814,26-02-2021,2021-02-26,2021,2,2,2021-02-28,Nintendo Switch,nintendo switch,8d0d, $162.75 ,website,direct,direct,desktop,desktop,IE,TRUE,EMEA,162.75
aea7322,e62e454c43a63814,26-02-2021,2021-02-26,2021,2,2,2021-02-28,Nintendo Switch,nintendo switch,8d0d, $162.75 ,website,direct,direct,desktop,desktop,IE,TRUE,EMEA,162.75
f4374e84,e4833793a82103230,26-02-2021,2021-02-26,2021,2,3,2021-03-01,27in 4K gaming monitor,27in 4k gaming monitor,e7e6, $480.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,480.0
d6de8883,e46bbda2e0790754,26-02-2021,2021-02-26,2021,2,2,2021-02-28,27in 4K gaming monitor,27in 4k gaming monitor,e7e6, $517.58 ,website,direct,direct,desktop,desktop,GB,TRUE,EMEA,517.58
b0376937,e30eb7f59a874687,26-02-2021,2021-02-26,2021,2,3,2021-03-01,Sony PlayStation 5 Bundle,sony playstation 5 bundle,54ed," $1,339.80 ",website,direct,direct,desktop,desktop,US,TRUE,NA,1339.8
c268e1ca,dde4d018cf182297,26-02-2021,2021-02-26,2021,2,1,2021-02-27,27in 4K gaming monitor,27in 4k gaming monitor,e7e6, $480.00 ,website,direct,direct,desktop,desktop,PY,TRUE,LATAM,480.0
6f9345fa,d921e3ca95348102,26-02-2021,2021-02-26,2021,2,2,2021-02-28,Nintendo Switch,nintendo switch,e682, $164.88 ,website,direct,direct,desktop,desktop,NL,TRUE,EMEA,164.88
eaf975b5,d889fd1654099277,26-02-2021,2021-02-26,2021,2,3,2021-03-01,27in 4K gaming monitor,27in 4k gaming monitor,e7e6, $437.95 ,website,direct,direct,desktop,desktop,AU,TRUE,EMEA,437.95
01b90099,d80117872113894,26-02-2021,2021-02-26,2021,2,2,2021-02-28,27in 4K gaming monitor,27in 4k gaming monitor,891b, $386.53 ,website,email,email,desktop,desktop,GB,TRUE,EMEA,386.53
6c98e7bf,d5f07078fa346853,26-02-2021,2021-02-26,2021,2,1,2021-02-27,Nintendo Switch,nintendo switch,e682, $184.90 ,website,direct,direct,desktop,desktop,GB,TRUE,EMEA,184.9
e7a0a728,d53430ba67497836,26-02-2021,2021-02-26,2021,2,3,2021-03-01,Nintendo Switch,nintendo switch,8d0d, $168.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,168.0
e8ba1abe,ce9f95d065a98295,26-02-2021,2021-02-26,2021,2,2,2021-02-28,Nintendo Switch,nintendo switch,e682, $162.75 ,website,direct,direct,desktop,desktop,NL,TRUE,EMEA,162.75
930ee51f,cc256f83ce062405,26-02-2021,2021-02-26,2021,2,2,2021-02-28,27in 4K gaming monitor,27in 4k gaming monitor,891b, $341.92 ,website,direct,direct,desktop,desktop,US,TRUE,NA,341.92
ee5f1e13,bee70f390ef100700,26-02-2021,2021-02-26,2021,2,1,2021-02-27,Nintendo Switch,nintendo switch,e682, $188.15 ,website,direct,direct,desktop,desktop,GB,TRUE,EMEA,188.15
b01e2f41,bd108f3106374642,26-02-2021,2021-02-26,2021,2,3,2021-03-01,Nintendo Switch,nintendo switch,8d0d, $162.75 ,website,direct,direct,desktop,desktop,FR,TRUE,EMEA,162.75
4b164976,bcd7e16087433380,26-02-2021,2021-02-26,2021,2,3,2021-03-01,27in 4K gaming monitor,27in 4k gaming monitor,e7e6, $480.00 ,website,direct,direct,desktop,desktop,NZ,TRUE,APAC,480.0
3e25e4cc,bcccd2e077928169,26-02-2021,2021-02-26,2021,2,1,2021-02-27,27in 4K gaming monitor,27in 4k gaming monitor,e7e6, $480.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,480.0
16dba4a5,ba2e62b7d4812306,26-02-2021,2021-02-26,2021,2,1,2021-02-27,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,ab0f, $23.87 ,website,direct,direct,desktop,desktop,FR,TRUE,EMEA,23.87
b3f859a0,f20ae7eb30676279,25-02-2021,2021-02-25,2021,2,1,2021-02-26,Dell Gaming Mouse,dell gaming mouse,8d4f, $51.71 ,mobile app,direct,direct,desktop,desktop,CA,TRUE,EMEA,51.71
585967a5,ddbd60d596538661,25-02-2021,2021-02-25,2021,2,2,2021-02-27,Dell Gaming Mouse,dell gaming mouse,f81e, $49.98 ,mobile app,email,email,desktop,desktop,US,TRUE,NA,49.98
2620ed4c,dbdcbce934018443,25-02-2021,2021-02-25,2021,2,1,2021-02-26,Nintendo Switch,nintendo switch,8e5d, $166.02 ,mobile app,email,email,desktop,desktop,MN,TRUE,APAC,166.02
93252a62,d9265464be662444,25-02-2021,2021-02-25,2021,2,3,2021-02-28,Dell Gaming Mouse,dell gaming mouse,8d4f, $65.63 ,mobile app,direct,direct,desktop,desktop,GB,TRUE,EMEA,65.63
5b119b3a,cd3d195711639794,25-02-2021,2021-02-25,2021,2,1,2021-02-26,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,8315, $23.66 ,mobile app,direct,direct,desktop,desktop,US,TRUE,NA,23.66
5000ab2d,c2a01ff4ad035471,25-02-2021,2021-02-25,2021,2,1,2021-02-26,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,4db1, $13.98 ,mobile app,email,email,desktop,desktop,US,TRUE,NA,13.98
d54d72a2,ffdc99dd71790035,25-02-2021,2021-02-25,2021,2,3,2021-02-28,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,ab0f, $24.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,24.0
5513b8bf,fdf4a30178637438,25-02-2021,2021-02-25,2021,2,3,2021-02-28,27in 4K gaming monitor,27in 4k gaming monitor,e7e6, $437.95 ,website,email,email,desktop,desktop,AU,TRUE,EMEA,437.95
609b0a82,fc07b9ccf6242020,25-02-2021,2021-02-25,2021,2,3,2021-02-28,Nintendo Switch,nintendo switch,e682, $168.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,168.0
9b0664,fc07b9ccf6242020,25-02-2021,2021-02-25,2021,2,3,2021-02-28,Nintendo Switch,nintendo switch,e682, $168.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,168.0
28a0b59d,fa1546f853a19425,25-02-2021,2021-02-25,2021,2,3,2021-02-28,Lenovo IdeaPad Gaming 3,lenovo ideapad gaming 3,9ef0," $1,198.00 ",website,email,email,desktop,desktop,US,TRUE,NA,1198.0
8a8c0955,f994dd29e7558827,25-02-2021,2021-02-25,2021,2,1,2021-02-26,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,ab0f, $24.00 ,website,direct,direct,desktop,desktop,KZ,TRUE,EMEA,24.0
00c6f516,f6195d694b23487,25-02-2021,2021-02-25,2021,2,1,2021-02-26,27in 4K gaming monitor,27in 4k gaming monitor,e7e6, $480.00 ,website,email,email,desktop,desktop,US,TRUE,NA,480.0
9bad277c,f5b481bbb3265810,25-02-2021,2021-02-25,2021,2,3,2021-02-28,Nintendo Switch,nintendo switch,8d0d, $168.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,168.0
ad21201,f5b481bbb3265810,25-02-2021,2021-02-25,2021,2,3,2021-02-28,Nintendo Switch,nintendo switch,8d0d, $168.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,168.0
dc6784a2,f2e8de6c9ee93149,25-02-2021,2021-02-25,2021,2,2,2021-02-27,Sony PlayStation 5 Bundle,sony playstation 5 bundle,54ed," $1,704.08 ",website,email,email,desktop,desktop,US,TRUE,NA,1704.08
6781308,f2e8de6c9ee93149,25-02-2021,2021-02-25,2021,2,2,2021-02-27,Sony PlayStation 5 Bundle,sony playstation 5 bundle,54ed," $1,704.08 ",website,email,email,desktop,desktop,US,TRUE,NA,1704.08
20c5a2ef,f28b830630316352,25-02-2021,2021-02-25,2021,2,2,2021-02-27,Nintendo Switch,nintendo switch,e682, $168.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,168.0
c5a425,f28b830630316352,25-02-2021,2021-02-25,2021,2,2,2021-02-27,Nintendo Switch,nintendo switch,e682, $168.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,168.0
3b7fa8e2,e73554ddfe927104,25-02-2021,2021-02-25,2021,2,1,2021-02-26,Nintendo Switch,nintendo switch,e682, $168.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,168.0
7fa9785,e73554ddfe927104,25-02-2021,2021-02-25,2021,2,1,2021-02-26,Nintendo Switch,nintendo switch,e682, $168.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,168.0
ee4b40dd,e4f2373fbcb100655,25-02-2021,2021-02-25,2021,2,1,2021-02-26,Nintendo Switch,nintendo switch,e682, $150.66 ,website,direct,direct,desktop,desktop,RU,TRUE,APAC,150.66
4b47566,e4f2373fbcb100655,25-02-2021,2021-02-25,2021,2,1,2021-02-26,Nintendo Switch,nintendo switch,e682, $150.66 ,website,direct,direct,desktop,desktop,RU,TRUE,APAC,150.66
9e61581b,e46aa115abd66933,25-02-2021,2021-02-25,2021,2,1,2021-02-26,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,ab0f, $24.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,24.0
2bd3ebd7,e2450fe289920733,25-02-2021,2021-02-25,2021,2,1,2021-02-26,Nintendo Switch,nintendo switch,e682, $164.69 ,website,email,email,desktop,desktop,FI,TRUE,EMEA,164.69
2a724c1c,e1d5bc0bcab20183,25-02-2021,2021-02-25,2021,2,3,2021-02-28,Nintendo Switch,nintendo switch,8d0d, $168.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,168.0
49a00598,df51b334d8b32783,25-02-2021,2021-02-25,2021,2,1,2021-02-26,Nintendo Switch,nintendo switch,8d0d, $153.88 ,website,email,email,desktop,desktop,AU,TRUE,EMEA,153.88
635952b8,dc69cd0f58a43024,25-02-2021,2021-02-25,2021,2,3,2021-02-28,Nintendo Switch,nintendo switch,e682, $186.73 ,website,email,email,desktop,desktop,GB,TRUE,EMEA,186.73
0e5011d7,d83e49f19ec8879,25-02-2021,2021-02-25,2021,2,3,2021-02-28,27in 4K gaming monitor,27in 4k gaming monitor,891b, $372.59 ,website,direct,direct,desktop,desktop,GB,TRUE,EMEA,372.59
b7daf9b1,d3cc309880077884,25-02-2021,2021-02-25,2021,2,2,2021-02-27,Nintendo Switch,nintendo switch,8d0d, $168.00 ,website,direct,direct,desktop,desktop,CZ,TRUE,EMEA,168.0
094912df,d2a70c9fe4c6832,25-02-2021,2021-02-25,2021,2,1,2021-02-26,27in 4K gaming monitor,27in 4k gaming monitor,e7e6, $506.46 ,website,direct,direct,desktop,desktop,GB,TRUE,EMEA,506.46
0d435920,d2063aa6e8b8455,25-02-2021,2021-02-25,2021,2,3,2021-02-28,Nintendo Switch,nintendo switch,e682, $153.07 ,website,direct,direct,desktop,desktop,AU,TRUE,EMEA,153.07
be75673c,c9240a1541980626,25-02-2021,2021-02-25,2021,2,1,2021-02-26,Nintendo Switch,nintendo switch,e682, $168.00 ,website,direct,direct,desktop,desktop,BM,TRUE,EMEA,168.0
57d8450c,c790b72f72f38483,25-02-2021,2021-02-25,2021,2,1,2021-02-26,Nintendo Switch,nintendo switch,e682, $188.15 ,website,direct,direct,desktop,desktop,GB,TRUE,EMEA,188.15
67404c5a,c339875c3fb44596,25-02-2021,2021-02-25,2021,2,1,2021-02-26,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,ab0f, $22.82 ,website,direct,direct,desktop,desktop,JP,TRUE,APAC,22.82
7128ce0b,bd82313366848706,25-02-2021,2021-02-25,2021,2,3,2021-02-28,Nintendo Switch,nintendo switch,e682, $168.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,168.0
a1e7e6bf,b969b3b398e68482,25-02-2021,2021-02-25,2021,2,1,2021-02-26,27in 4K gaming monitor,27in 4k gaming monitor,e7e6, $451.63 ,website,direct,direct,desktop,desktop,FR,TRUE,EMEA,451.63
481d0169,fbfc0ec3f0332209,24-02-2021,2021-02-24,2021,2,3,2021-02-27,Dell Gaming Mouse,dell gaming mouse,8d4f, $49.98 ,mobile app,direct,direct,desktop,desktop,US,TRUE,NA,49.98
690108de,ec1196ab94d45317,24-02-2021,2021-02-24,2021,2,2,2021-02-26,Dell Gaming Mouse,dell gaming mouse,f81e, $64.05 ,mobile app,email,email,desktop,desktop,GB,TRUE,EMEA,64.05
2e52288b,e2f459dfe1621757,24-02-2021,2021-02-24,2021,2,3,2021-02-27,Dell Gaming Mouse,dell gaming mouse,8d4f, $49.98 ,mobile app,email,email,desktop,desktop,US,TRUE,NA,49.98
414fb66a,e22c184da4e29511,24-02-2021,2021-02-24,2021,2,3,2021-02-27,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,4db1, $13.98 ,mobile app,email,email,desktop,desktop,US,TRUE,NA,13.98
